Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Bandar-e Deylam,Bandar-e Deylam,IR,25730,Asia/Tehran,30.0542,50.159
Bandar-e Anzalī,Bandar-e Anzali,IR,110826,Asia/Tehran,37.47318,49.45785
Bandar Abbas,Bandar Abbas,IR,352173,Asia/Tehran,27.1865,56.2808
Bam,Bam,IR,99268,Asia/Tehran,29.106,58.357
Bahār,Bahar,IR,28645,Asia/Tehran,34.9072,48.4414
Bāft,Baft,IR,34517,Asia/Tehran,29.2331,56.6022
Bāfq,Bafq,IR,31215,Asia/Tehran,31.6035,55.40249
Bābolsar,Babolsar,IR,48051,Asia/Tehran,36.69929,52.65011
Bābol,Babol,IR,202796,Asia/Tehran,36.55102,52.6786
Aznā,Azna,IR,47482,Asia/Tehran,33.6095,48.9307
Aznā,Azna,IR,47489,Asia/Tehran,33.45643,49.45646
Hashtrūd,Hashtrud,IR,16888,Asia/Tehran,37.4779,47.0508
Shāzand,Shazand,IR,21181,Asia/Tehran,33.93132,49.40629
Āstārā,Astara,IR,39065,Asia/Tehran,38.43084,48.86994
Āstāneh-ye Ashrafīyeh,Astaneh-ye Ashrafiyeh,IR,42784,Asia/Tehran,37.26318,49.94325
Asadābād,Asadabad,IR,59617,Asia/Tehran,34.78241,48.12012
Ardestān,Ardestan,IR,16058,Asia/Tehran,33.37939,52.36981
Ardakān,Ardakan,IR,58834,Asia/Tehran,32.31001,54.01747
Ardabīl,Ardabil,IR,410753,Asia/Tehran,38.2498,48.2933
Ārān Bīdgol,Aran Bidgol,IR,65404,Asia/Tehran,34.05751,51.48291
Arāk,Arak,IR,503647,Asia/Tehran,34.09493,49.69809
Andīmeshk,Andimeshk,IR,135116,Asia/Tehran,32.4615,48.35368
‘Anbarābād,'Anbarabad,IR,18185,Asia/Tehran,28.4759,57.848
Anār,Anar,IR,15532,Asia/Tehran,30.87066,55.27025
Āmol,Amol,IR,237528,Asia/Tehran,36.46961,52.35072
Alvand,Alvand,IR,74889,Asia/Tehran,36.31885,49.16773
Shahrīār,Shahriar,IR,309607,Asia/Tehran,35.65884,51.05775
Alīgūdarz,Aligudarz,IR,91041,Asia/Tehran,33.404,49.69179
Aleshtar,Aleshtar,IR,27701,Asia/Tehran,33.86419,48.26258
Ajab Shīr,Ajab Shir,IR,29675,Asia/Tehran,37.4776,45.8943
Ahvaz,Ahvaz,IR,841145,Asia/Tehran,31.31901,48.6842
Ahar,Ahar,IR,94348,Asia/Tehran,38.4774,47.0699
Aghajari,Aghajari,IR,21785,Asia/Tehran,30.7006,49.8315
Ābyek,Abyek,IR,55128,Asia/Tehran,36.06667,50.55
Abhar,Abhar,IR,69889,Asia/Tehran,36.1468,49.218
Ābdānān,Abdanan,IR,19360,Asia/Tehran,32.9926,47.4198
Abadeh,Abadeh,IR,59116,Asia/Tehran,31.1608,52.6506
Abadan,Abadan,IR,370180,Asia/Tehran,30.3392,48.3043
Moḩammad Shahr,Mohammad Shahr,IR,119418,Asia/Tehran,35.763,50.9171
Shahrak-e Qīāmdasht,Shahrak-e Qiamdasht,IR,36446,Asia/Tehran,35.5237,51.6505
Showţ,Showt,IR,25381,Asia/Tehran,39.2192,44.77
Pāsārgād,Pasargad,IR,29825,Asia/Tehran,30.20194,53.18
Eqbālīyeh,Eqbaliyeh,IR,36709,Asia/Tehran,35.3022,51.5358
Shāhīn Shahr,Shahin Shahr,IR,173329,Asia/Tehran,32.85788,51.5529
Tīrān,Tiran,IR,21703,Asia/Tehran,32.70328,51.15381
Rehnān,Rehnan,IR,49143,Asia/Tehran,32.68325,51.60158
Shahreẕā,Shahreza,IR,134952,Asia/Tehran,32.00877,51.86407
Qahderījān,Qahderijan,IR,29392,Asia/Tehran,32.5773,51.45367
Najafābād,Najafabad,IR,223450,Asia/Tehran,32.63464,51.36525
Khowrzūq,Khowrzuq,IR,29154,Asia/Tehran,32.778,51.64685
Khomeynī Shahr,Khomeyni Shahr,IR,277334,Asia/Tehran,32.6856,51.53609
Kelīshād va Sūdarjān,Kelishad va Sudarjan,IR,33630,Asia/Tehran,32.55118,51.52758
Falāvarjān,Falavarjan,IR,49843,Asia/Tehran,32.5553,51.50973
Isfahan,Isfahan,IR,1547164,Asia/Tehran,32.65246,51.67462
Dowlatābād,Dowlatabad,IR,33607,Asia/Tehran,32.79978,51.69553
Dorcheh Pīāz,Dorcheh Piaz,IR,37462,Asia/Tehran,32.61528,51.55556
Bahārestān,Baharestan,IR,79023,Asia/Tehran,32.48814,51.77312
Abrīsham,Abrisham,IR,20000,Asia/Tehran,32.55613,51.57325
Eslamshahr,Eslamshahr,IR,450000,Asia/Tehran,35.55222,51.23504
Zābol,Zabol,IR,121989,Asia/Tehran,31.0306,61.4949
Zahedan,Zahedan,IR,551980,Asia/Tehran,29.4963,60.8629
Torbat-e Jām,Torbat-e Jam,IR,58928,Asia/Tehran,35.244,60.6225
Tāybād,Taybad,IR,37513,Asia/Tehran,34.74,60.7756
Sarāvān,Saravan,IR,60014,Asia/Tehran,27.37089,62.33096
Sarakhs,Sarakhs,IR,46499,Asia/Tehran,36.5449,61.1577
Qaşr-e Qand,Qasr-e Qand,IR,37722,Asia/Tehran,26.24833,60.7525
Nīkshahr,Nikshahr,IR,17000,Asia/Tehran,26.2258,60.2143
Nehbandān,Nehbandan,IR,18304,Asia/Tehran,31.54185,60.03648
Konārak,Konarak,IR,43258,Asia/Tehran,25.3604,60.3995
Khāsh,Khash,IR,69603,Asia/Tehran,28.22107,61.21582
Iranshahr,Iranshahr,IR,131232,Asia/Tehran,27.20245,60.68476
Chabahar,Chabahar,IR,47287,Asia/Tehran,25.2919,60.643
Shahrak-e Shahīd Chamrān,Shahrak-e Shahid Chamran,IR,33505,Asia/Tehran,30.70838,49.16266
Sheybān,Sheyban,IR,36374,Asia/Tehran,31.40794,48.7946
Nasīm Shahr,Nasim Shahr,IR,200393,Asia/Tehran,35.56504,51.16332
Pardīs,Pardis,IR,73363,Asia/Tehran,35.74687,51.81222
Mahājerān,Mahajeran,IR,19346,Asia/Tehran,34.05042,49.43498
Jīroft,Jiroft,IR,130429,Asia/Tehran,28.67806,57.74056
Mahdishahr,Mahdishahr,IR,21000,Asia/Tehran,35.71071,53.35394
Āq Qalā,Aq Qala,IR,35116,Asia/Tehran,37.0139,54.45504
Bandar-e Emam Khomeyni,Bandar-e Emam Khomeyni,IR,78353,Asia/Tehran,30.43698,49.10288
Shahr-e Jadīd-e Mehestan,Shahr-e Jadid-e Mehestan,IR,85200,Asia/Tehran,35.98907,50.74512
Boshrūyeh,Boshruyeh,IR,15318,Asia/Tehran,33.86845,57.42885
Pasragad Branch,Pasragad Branch,IR,787878,Asia/Tehran,34.77772,48.47168
Andīsheh,Andisheh,IR,116062,Asia/Tehran,35.74708,51.27739
Nasimshahr,Nasimshahr,IR,200393,Asia/Tehran,35.56528,51.1583
Akureyri,Akureyri,IS,19219,Atlantic/Reykjavik,65.68353,-18.0878
Reykjavík,Reykjavik,IS,118918,Atlantic/Reykjavik,64.13548,-21.89541
Kópavogur,Kopavogur,IS,37959,Atlantic/Reykjavik,64.11234,-21.91298
Keflavík,Keflavik,IS,15930,Atlantic/Reykjavik,64.00492,-22.56242
Hafnarfjörður,Hafnarfjoerdur,IS,29971,Atlantic/Reykjavik,64.0671,-21.93774
Reykjanesbær,Reykjanesbaer,IS,19724,Atlantic/Reykjavik,63.99813,-22.56111
Vittoria,Vittoria,IT,50852,Europe/Rome,36.95151,14.52788
Villabate,Villabate,IT,19031,Europe/Rome,38.07789,13.44275
Vibo Valentia,Vibo Valentia,IT,19263,Europe/Rome,38.67618,16.10094
Trapani,Trapani,IT,67531,Europe/Rome,38.0176,12.53617
Termini Imerese,Termini Imerese,IT,22957,Europe/Rome,37.98225,13.69729
Siracusa,Siracusa,IT,121605,Europe/Rome,37.07542,15.28664
Sinnai,Sinnai,IT,15791,Europe/Rome,39.30286,9.20283
Siderno,Siderno,IT,15651,Europe/Rome,38.26993,16.29607
Sestu,Sestu,IT,18191,Europe/Rome,39.29846,9.09248
Selargius,Selargius,IT,23285,Europe/Rome,39.25779,9.16323
Scordia,Scordia,IT,16645,Europe/Rome,37.29548,14.84058
Scicli,Scicli,IT,16109,Europe/Rome,36.79014,14.7028
Sciacca,Sciacca,IT,40569,Europe/Rome,37.50693,13.08399
San Giovanni la Punta,San Giovanni la Punta,IT,22046,Europe/Rome,37.5769,15.09371
San Giovanni in Fiore,San Giovanni in Fiore,IT,17358,Europe/Rome,39.25446,16.69699
San Cataldo,San Cataldo,IT,22079,Europe/Rome,37.48412,13.98542
Sambiase,Sambiase,IT,20000,Europe/Rome,38.96667,16.28333
Rossano Stazione,Rossano Stazione,IT,23824,Europe/Rome,39.59855,16.63485
Rosolini,Rosolini,IT,19721,Europe/Rome,36.82145,14.95132
Ribera,Ribera,IT,17664,Europe/Rome,37.49773,13.26676
Reggio Calabria,Reggio Calabria,IT,182455,Europe/Rome,38.11047,15.66129
Ragusa,Ragusa,IT,74251,Europe/Rome,36.92574,14.72443
Quattromiglia,Quattromiglia,IT,22889,Europe/Rome,39.34474,16.23802
Quartu Sant'Elena,Quartu Sant'Elena,IT,66620,Europe/Rome,39.22935,9.25004
Pozzallo,Pozzallo,IT,18166,Europe/Rome,36.73028,14.84672
Porto Empedocle,Porto Empedocle,IT,16574,Europe/Rome,37.28942,13.52494
Piazza Armerina,Piazza Armerina,IT,17736,Europe/Rome,37.38417,14.36921
Paternò,Paterno,IT,46030,Europe/Rome,37.56675,14.90254
Partinico,Partinico,IT,28708,Europe/Rome,38.04657,13.11785
Palmi,Palmi,IT,18556,Europe/Rome,38.35943,15.85155
Palma di Montechiaro,Palma di Montechiaro,IT,22654,Europe/Rome,37.19066,13.76603
Palermo,Palermo,IT,648260,Europe/Rome,38.1166,13.3636
Palagonia,Palagonia,IT,16227,Europe/Rome,37.32955,14.74474
Pachino,Pachino,IT,20493,Europe/Rome,36.71522,15.09019
Oristano,Oristano,IT,31671,Europe/Rome,39.9036,8.59257
Noto,Noto,IT,18421,Europe/Rome,36.89244,15.06977
Niscemi,Niscemi,IT,26893,Europe/Rome,37.14649,14.39381
Nicastro,Nicastro,IT,40000,Europe/Rome,38.97089,16.31285
Monserrato,Monserrato,IT,20193,Europe/Rome,39.25642,9.1444
Monreale,Monreale,IT,21964,Europe/Rome,38.08125,13.28947
Modica,Modica,IT,54456,Europe/Rome,36.85868,14.75966
Misterbianco,Misterbianco,IT,45542,Europe/Rome,37.51803,15.00913
Misilmeri,Misilmeri,IT,19171,Europe/Rome,38.03183,13.44795
Milazzo,Milazzo,IT,31771,Europe/Rome,38.22008,15.24023
Messina,Messina,IT,219948,Europe/Rome,38.19394,15.55256
Mazara del Vallo,Mazara del Vallo,IT,51534,Europe/Rome,37.65535,12.58986
Mascalucia,Mascalucia,IT,32179,Europe/Rome,37.57465,15.04964
Marsala,Marsala,IT,77915,Europe/Rome,37.7992,12.4367
Licata,Licata,IT,36537,Europe/Rome,37.10267,13.93972
Lentini,Lentini,IT,24102,Europe/Rome,37.28556,14.99737
Iglesias,Iglesias,IT,22659,Europe/Rome,39.3092,8.5372
Gioia Tauro,Gioia Tauro,IT,18769,Europe/Rome,38.4251,15.8975
Giarre,Giarre,IT,24138,Europe/Rome,37.7244,15.18165
Gela,Gela,IT,75001,Europe/Rome,37.07381,14.24038
Floridia,Floridia,IT,22089,Europe/Rome,37.08343,15.15332
Favara,Favara,IT,32110,Europe/Rome,37.31754,13.66226
Enna,Enna,IT,22998,Europe/Rome,37.5655,14.27433
Crotone,Crotone,IT,64603,Europe/Rome,39.08077,17.12764
Cosenza,Cosenza,IT,63852,Europe/Rome,39.2989,16.25307
Comiso,Comiso,IT,26298,Europe/Rome,36.94893,14.60731
Catanzaro,Catanzaro,IT,78970,Europe/Rome,38.88247,16.60086
Catania,Catania,IT,311584,Europe/Rome,37.49223,15.07041
Castrovillari,Castrovillari,IT,20334,Europe/Rome,39.81632,16.20183
Castelvetrano,Castelvetrano,IT,31680,Europe/Rome,37.68081,12.79194
Casarano,Casarano,IT,19359,Europe/Rome,40.01131,18.16237
Carini,Carini,IT,35082,Europe/Rome,38.1324,13.18274
Carbonia,Carbonia,IT,21664,Europe/Rome,39.16465,8.5213
Canicattì,Canicatti,IT,32918,Europe/Rome,37.35842,13.84786
Caltanissetta,Caltanissetta,IT,62797,Europe/Rome,37.49025,14.06216
Caltagirone,Caltagirone,IT,38391,Europe/Rome,37.23785,14.51551
Cagliari,Cagliari,IT,149257,Europe/Rome,39.23054,9.11917
Bronte,Bronte,IT,19074,Europe/Rome,37.78863,14.83377
Biancavilla,Biancavilla,IT,23188,Europe/Rome,37.64442,14.86685
Belpasso,Belpasso,IT,16319,Europe/Rome,37.59192,14.97985
Barcellona Pozzo di Gotto,Barcellona Pozzo di Gotto,IT,34598,Europe/Rome,38.14772,15.21469
Bagheria,Bagheria,IT,53149,Europe/Rome,38.07892,13.51237
Avola,Avola,IT,28666,Europe/Rome,36.9084,15.13937
Augusta,Augusta,IT,30723,Europe/Rome,37.24065,15.22121
Assemini,Assemini,IT,25257,Europe/Rome,39.29123,8.99879
Alcamo,Alcamo,IT,44431,Europe/Rome,37.9779,12.96473
Agrigento,Agrigento,IT,32514,Europe/Rome,37.31065,13.57661
Adrano,Adrano,IT,34446,Europe/Rome,37.66358,14.83283
Acireale,Acireale,IT,49477,Europe/Rome,37.60886,15.16577
Aci Catena,Aci Catena,IT,24663,Europe/Rome,37.60614,15.14165
Aci Castello,Aci Castello,IT,17588,Europe/Rome,37.55564,15.14535
Zola Predosa,Zola Predosa,IT,15965,Europe/Rome,44.48967,11.21831
Vomero,Vomero,IT,44791,Europe/Rome,40.84282,14.23075
Voghera,Voghera,IT,38464,Europe/Rome,44.99151,9.01175
Vittorio Veneto,Vittorio Veneto,IT,24789,Europe/Rome,45.98026,12.30065
Viterbo,Viterbo,IT,47134,Europe/Rome,42.41937,12.1056
Vimodrone,Vimodrone,IT,17072,Europe/Rome,45.51461,9.28772
Vimercate,Vimercate,IT,22727,Europe/Rome,45.61545,9.36801
Lancenigo-Villorba,Lancenigo-Villorba,IT,15265,Europe/Rome,45.71289,12.25697
Villaricca,Villaricca,IT,25074,Europe/Rome,40.92006,14.19339
Villafranca di Verona,Villafranca di Verona,IT,15895,Europe/Rome,45.35405,10.84462
Vignola,Vignola,IT,22397,Europe/Rome,44.48383,11.01096
Vigevano,Vigevano,IT,57970,Europe/Rome,45.31407,8.85437
Vicenza,Vicenza,IT,111980,Europe/Rome,45.54672,11.5475
Viareggio,Viareggio,IT,62169,Europe/Rome,43.86693,10.2502
Viadana,Viadana,IT,20013,Europe/Rome,44.93553,10.51898
Verona,Verona,IT,258031,Europe/Rome,45.43854,10.9938
Vercelli,Vercelli,IT,45875,Europe/Rome,45.32163,8.41989
Ventimiglia,Ventimiglia,IT,24120,Europe/Rome,43.78956,7.60872
Venice,Venice,IT,51298,Europe/Rome,45.43713,12.33265
Venaria Reale,Venaria Reale,IT,33531,Europe/Rome,45.12597,7.63136
Velletri,Velletri,IT,52911,Europe/Rome,41.68573,12.77753
Vasto,Vasto,IT,41409,Europe/Rome,42.1115,14.70649
Varese,Varese,IT,80588,Europe/Rome,45.82058,8.82511
Vanchiglia,Vanchiglia,IT,29230,Europe/Rome,45.0714,7.70421
Valenzano,Valenzano,IT,16101,Europe/Rome,41.04376,16.88491
Valenza,Valenza,IT,17305,Europe/Rome,45.01242,8.64379
Valdagno,Valdagno,IT,22555,Europe/Rome,45.64498,11.29886
Udine,Udine,IT,100170,Europe/Rome,46.0693,13.23715
Triggiano,Triggiano,IT,26811,Europe/Rome,41.06549,16.92501
Trieste,Trieste,IT,204338,Europe/Rome,45.64953,13.77678
Trezzano sul Naviglio,Trezzano sul Naviglio,IT,20001,Europe/Rome,45.42212,9.06342
Treviso,Treviso,IT,85760,Europe/Rome,45.66673,12.2416
Treviglio,Treviglio,IT,24937,Europe/Rome,45.52081,9.59102
Trentola-Ducenta,Trentola-Ducenta,IT,17056,Europe/Rome,40.97517,14.1749
Trento,Trento,IT,120709,Europe/Rome,46.06787,11.12108
Trecate,Trecate,IT,19430,Europe/Rome,45.43399,8.7364
Trani,Trani,IT,53981,Europe/Rome,41.27733,16.41011
Tradate,Tradate,IT,17154,Europe/Rome,45.70843,8.90763
Tortona,Tortona,IT,22743,Europe/Rome,44.89784,8.86374
Torremaggiore,Torremaggiore,IT,16955,Europe/Rome,41.68894,15.29408
Torre del Greco,Torre del Greco,IT,85332,Europe/Rome,40.78931,14.36806
Torre Annunziata,Torre Annunziata,IT,43521,Europe/Rome,40.75337,14.45251
Turin,Turin,IT,847287,Europe/Rome,45.07049,7.68682
Tolentino,Tolentino,IT,16504,Europe/Rome,43.20918,13.28524
Tivoli,Tivoli,IT,22018,Europe/Rome,41.95952,12.8016
Thiene,Thiene,IT,21145,Europe/Rome,45.7088,11.47959
Terzigno,Terzigno,IT,17138,Europe/Rome,40.804,14.49309
Terracina,Terracina,IT,30980,Europe/Rome,41.29174,13.24359
Terni,Terni,IT,111189,Europe/Rome,42.56335,12.64329
Termoli,Termoli,IT,31044,Europe/Rome,41.99994,14.99389
Terlizzi,Terlizzi,IT,25811,Europe/Rome,41.12905,16.54536
Teramo,Teramo,IT,54338,Europe/Rome,42.66123,13.69901
Taranto,Taranto,IT,198585,Europe/Rome,40.46438,17.24707
Suzzara,Suzzara,IT,16571,Europe/Rome,44.99242,10.74407
Sulmona,Sulmona,IT,21086,Europe/Rome,42.04945,13.92578
Spoleto,Spoleto,IT,19266,Europe/Rome,42.74071,12.73899
Sora,Sora,IT,23758,Europe/Rome,41.71829,13.61356
Sondrio,Sondrio,IT,19208,Europe/Rome,46.16852,9.87134
Somma Vesuviana,Somma Vesuviana,IT,32484,Europe/Rome,40.87329,14.43865
Soccavo,Soccavo,IT,45314,Europe/Rome,40.8455,14.19262
Siena,Siena,IT,53901,Europe/Rome,43.31822,11.33064
Sezze,Sezze,IT,16071,Europe/Rome,41.50032,13.06176
Seveso,Seveso,IT,22733,Europe/Rome,45.6467,9.14296
Settimo Torinese,Settimo Torinese,IT,47485,Europe/Rome,45.13925,7.77008
Sestri Levante,Sestri Levante,IT,16963,Europe/Rome,44.27317,9.39683
Sesto San Giovanni,Sesto San Giovanni,IT,81822,Europe/Rome,45.53329,9.22585
Sesto Fiorentino,Sesto Fiorentino,IT,45656,Europe/Rome,43.83193,11.19924
Seriate,Seriate,IT,23552,Europe/Rome,45.68532,9.72487
Seregno,Seregno,IT,42760,Europe/Rome,45.65002,9.20548
Senigallia,Senigallia,IT,30882,Europe/Rome,43.71626,13.20882
Senago,Senago,IT,20620,Europe/Rome,45.57562,9.1262
Segrate,Segrate,IT,28296,Europe/Rome,45.49185,9.29812
Secondigliano,Secondigliano,IT,42827,Europe/Rome,40.9,14.26667
Schio,Schio,IT,33740,Europe/Rome,45.71262,11.35671
Scandicci,Scandicci,IT,44951,Europe/Rome,43.75423,11.18794
Scandiano,Scandiano,IT,25896,Europe/Rome,44.5983,10.69558
Scafati,Scafati,IT,48702,Europe/Rome,40.7602,14.53723
Savona,Savona,IT,61345,Europe/Rome,44.30905,8.47715
Savigliano,Savigliano,IT,16800,Europe/Rome,44.64808,7.65677
Sava,Sava,IT,15898,Europe/Rome,40.40203,17.55267
Sassuolo,Sassuolo,IT,36926,Europe/Rome,44.5432,10.7848
Sassari,Sassari,IT,91895,Europe/Rome,40.72586,8.55552
Sarzana,Sarzana,IT,20435,Europe/Rome,44.11178,9.9622
Saronno,Saronno,IT,38099,Europe/Rome,45.62513,9.03517
Sarno,Sarno,IT,28837,Europe/Rome,40.80748,14.62151
San Vito dei Normanni,San Vito dei Normanni,IT,17617,Europe/Rome,40.65642,17.70814
Santeramo in Colle,Santeramo in Colle,IT,24922,Europe/Rome,40.79236,16.75873
Sant'Antonio Abate,Sant'Antonio Abate,IT,18859,Europe/Rome,40.72152,14.54021
Sant'Antimo,Sant'Antimo,IT,33561,Europe/Rome,40.94223,14.23476
Sant'Anastasia,Sant'Anastasia,IT,20733,Europe/Rome,40.86842,14.40196
Santa Maria Capua Vetere,Santa Maria Capua Vetere,IT,31743,Europe/Rome,41.08156,14.25342
